my.site.num,max.pack.site,max.pack.spp,func.grp,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,,funct.code,func.group,Dendrobaena octaedra,Lumbricus spp.,Aporrectodea spp.,Dendrobaena spp.,Lumbricus rubellus,Lumbricus terrestris,Octolasion tyrtaeum,Octolasion spp.,Aporrectodea caliginosa,Aporrectodea rosea,Bimastos rubidus,Unknown,Aporrectodea turgida,Lumbricus castaneus,Dendrodrilus spp.,Octolasion cyaneum,Amynthas agrestis,Eisenia teteadra,Amynthas spp.,Endogeic spp.,Allolobophora chlorotica,Amynthas tokioensis,Eisenia fetida,Eisenia hortensis,Aporrectodea longa,Eisenia lucens,Aporrectodea octaedra,Bimastos parvus,Epi-endogeic spp.,Epigeic spp.,Anecic spp.,row.totals,row.totalsA
824,242,,,QU-85,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
825,243,,,QU-86,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
826,244,,,QU-87,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
827,245,,,QU-88,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
828,246,,,QU-89,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
829,247,,,QU-90,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
830,248,,,QU-91,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
831,249,,,QU-92,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
832,250,,,QU-93,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
833,251,,,QU-94,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
834,252,,,QU-95,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
835,253,,,QU-96,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
836,254,,,QU-97,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
837,255,,,QU-98,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
838,256,,,QU-99,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
839,257,,,QU-100,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
840,258,,,QU-101,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
841,259,,,QU-102,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
842,260,,,QU-103,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
843,261,,,QU-104,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
844,262,,,QU-105,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
845,263,,,QU-106,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
846,264,,,QU-107,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
847,265,,,QU-108,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
848,266,,,QU-109,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
849,267,,,QU-110,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
850,268,,,QU-111,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
851,269,,,QU-112,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
852,270,,,QU-113,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
853,271,,,QU-114,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
854,272,,,QU-115,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
855,273,,,QU-116,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
856,274,,,QU-117,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
857,275,,,QU-118,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
858,276,,,QU-119,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
859,277,,,QU-120,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
860,278,,,QU-121,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
861,279,,,FA-1,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
862,280,,,FA-2,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
863,281,,,FA-3,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
864,282,,,FA-4,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
865,283,,,FA-5,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
866,284,,,FA-6,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
867,285,,,FA-7,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
868,286,,,FA-8,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
869,287,,,FA-9,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
870,288,,,FA-10,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
871,289,,,FA-11,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
872,290,,,FA-12,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
873,291,,,FA-13,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
874,292,,,FA-14,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
875,293,,,FA-15,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
876,294,,,FA-16,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
877,295,,,FA-17,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
878,296,,,FA-18,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
879,297,,,FA-19,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
880,298,,,FA-20,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
881,299,,,FA-21,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
882,300,,,FA-22,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
883,301,,,FA-23,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
884,302,,,FA-24,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
885,303,,,FA-25,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,55.3,-113.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
