my.site.num,max.pack.site,max.pack.spp,func.grp,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,,funct.code,func.group,Dendrobaena octaedra,Lumbricus spp.,Aporrectodea spp.,Dendrobaena spp.,Lumbricus rubellus,Lumbricus terrestris,Octolasion tyrtaeum,Octolasion spp.,Aporrectodea caliginosa,Aporrectodea rosea,Bimastos rubidus,Unknown,Aporrectodea turgida,Lumbricus castaneus,Dendrodrilus spp.,Octolasion cyaneum,Amynthas agrestis,Eisenia teteadra,Amynthas spp.,Endogeic spp.,Allolobophora chlorotica,Amynthas tokioensis,Eisenia fetida,Eisenia hortensis,Aporrectodea longa,Eisenia lucens,Aporrectodea octaedra,Bimastos parvus,Epi-endogeic spp.,Epigeic spp.,Anecic spp.,row.totals,row.totalsA
219,757,,,B300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.08716,-91.0694,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
222,758,,,C50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36107,-91.258,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.5,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
223,759,,,C100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36105,-91.2586,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
226,760,,,C250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36076,-91.2609,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
227,761,,,C300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.36076,-91.2616,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
233,762,,,D200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.34614,-91.2658,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
234,763,,,D250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.34621,-91.2663,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
239,764,,,D500,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.3465,-91.2694,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
240,765,,,E50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37462,-91.2587,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
241,766,,,E100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37498,-91.2585,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
242,767,,,E150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37539,-91.2585,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
246,768,,,E400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37747,-91.258,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
250,769,,,F150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37456,-91.2656,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
255,770,,,F550,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.37796,-91.2667,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
258,771,,,G200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.38749,-91.3142,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
260,772,,,G300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.388,-91.3154,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
278,773,,,I75,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.29169,-91.1555,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
279,774,,,I100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,June,46.29145,-91.1556,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
328,775,,,P350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,46.32212,-90.8541,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
329,776,,,P400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,46.32238,-90.8548,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
330,777,,,Q50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35168,-91.2886,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
331,778,,,Q100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35188,-91.2892,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
335,779,,,Q350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.3522,-91.2922,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
337,780,,,Q450,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.35255,-91.2932,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
338,781,,,R100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38907,-91.2814,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
340,782,,,R250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38737,-91.2819,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
341,783,,,R300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.3873,-91.2822,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
342,784,,,R350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.38673,-91.2823,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.2,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
352,785,,,T50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.40152,-91.2694,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
356,786,,,T350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.39902,-91.2685,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
357,787,,,T400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.39862,-91.2684,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,4.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
358,788,,,T450,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,June,46.39818,-91.2684,US,Wisconsin,,,,hardwood forest,,"maple, aspen, and birch",,,870,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,19,-12,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
360,789,,,AA50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58144,-94.5517,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.7,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
361,790,,,AA100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58156,-94.5524,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
365,791,,,AA300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.58166,-94.5549,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
368,792,,,BB150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.54814,-94.5105,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.5,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
370,793,,,BB250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.54895,-94.51,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
372,794,,,BB350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.54978,-94.5095,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
373,795,,,BB400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.55017,-94.5093,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
374,796,,,BB450,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,July,47.55059,-94.5091,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
386,797,,,DD200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,,,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.4,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
391,798,,,EE50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.2269,-94.4217,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,6.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
392,799,,,EE100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.22658,-94.4214,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
393,800,,,EE200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.22607,-94.4205,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
395,801,,,EE350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.22529,-94.4191,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
396,802,,,EE400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2001,August,47.22491,-94.4186,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
408,803,,,GG300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.63397,-94.5255,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
419,804,,,II350,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.6232,-94.5111,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
421,805,,,JJ150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.44538,-94.323,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
435,806,,,LL50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.23968,-94.3583,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.8,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
438,807,,,LL250,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.24165,-94.3591,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
439,808,,,LL300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.24218,-94.3589,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,0,None,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
464,809,,,PP50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45185,-94.29,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.8,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,1,Epigeic,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
466,810,,,PP150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45194,-94.2886,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,2,Epi-endogeic,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
471,811,,,PP400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45224,-94.2856,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,3,Endogeic,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
474,812,,,QQ200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,August,47.45765,-94.2945,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.1,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,4,Anecic,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
478,813,,,RR50,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53793,-94.4728,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,5.5,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
479,814,,,RR100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53762,-94.4725,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
480,815,,,RR150,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53738,-94.4718,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
481,816,,,RR200,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53713,-94.4711,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,6,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
483,817,,,RR300,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53662,-94.4701,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
485,818,,,RR400,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.53629,-94.4691,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
495,819,,,TT100,"Holdsworth et al., 2007",N,0.24,2,0.12,hand sorting/mustard,2,50,,2002,September,47.2432,-94.4015,US,Minnesota,,,,hardwood forest,,"maple, aspen, and birch",,,670,,"Corning 240 pH meter (Corning, Corning, New York, USA)",,20,-15,,,,,,,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
