my.site.num,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,lum.spp.richness,native.spp.richness,jumping.spp.richness,spp.richness,Max.pack.num,Dendrobaena.octaedra,Lumbricus.unknown,Aporrect.unknown,Dendrobaena.unknown,Lumbricus.rubellus,en.Dendrobaena.aplina,a.Lumbricus.terrestris,Octalasion.tyrtaeum,Octalasian.unknown,Aporrectodea.caliginosa,Apporectodea.rosea,Aporrectodea.turgida (APTU),Bimastos.rubidus,Unknown,Lumbricus.castaneus,Dendrodrilus.unknown,Octolasion.cyaneum,Amynthas.agrestis,Eisenia.fetida,Allolobophora.chlorotica,Aporrectodea.longa,endo.unknown,Amynthas.unknown,Eisenoides.lonnbergi,Eisenia.teteadra,Amynthas.tokioensis,epi.unknown,epi/endo.unknown,Dendrodrilus.terrestris,Lumbricus.octaedra,anecic.unknown,row.totals
1084,DE-103,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1085,DE-104,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086,DE-105,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1087,DE-106,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1088,DE-107,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,DE-108,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1090,DE-109,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1091,DE-110,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1092,DE-111,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1093,DE-112,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1094,DE-113,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1095,DE-114,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1096,DE-115,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1097,DE-116,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,DE-117,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1099,DE-118,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1100,DE-119,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1101,DE-120,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1102,DE-121,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,54.6,-111.3,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,Ada Lake,"Corio et al., 2009",N,0.3,5,0.06,mustard,NA?,,20 by 30 cm sampled 1x,2005,Oct,45.36963,-88.73013,US,Wisconsin,NA,,,mesic forest,A. saccharum,sugar maple ,,,,,,,20,-11,,,,,,,,,,1,884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,Lost Lake,"Corio et al., 2009",N,0.3,5,0.06,mustard,NA,,20 by 30 cm sampled 1x,2005,Oct,45.88377,-88.55656,US,Wisconsin,NA,,,mesic forest,A. saccharum,sugar maple,,,,,,,20,-11,,,,,,,,,,1,885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,Pine River,"Corio et al., 2009",N,0.3,5,0.06,mustard,NA,,20 by 30 cm sampled 1x,2005,Oct,45.88716,-88.68605,US,Wisconsin,NA,,,mesic forest,A. saccharum,sugar maple,,,,,,,20,-11,,,,,,,,,,1,886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,Site 10,"Duffy, 2020",N,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81491,-75.53369,US,New York,NA,,,forest,,,,,,6.6,,55.67373082,,,,,,,,48.82558721,,,,1,887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,CBF-PP-1,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2009,July,42.78523333,-75.40521667,US,New York,670.075,531,,plantation,,,,,,4.6,,,,,,,,,,,,,,1,888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,BPD2,"McCay & Scull, 2019",N,1.08,3,0.36,mustard,,50,Madison County site,2015,Oct,42.8207,-75.524483,US,New York,,396,,deciduous forest,,,,,,5.72,,,,,,,,,,,,,,1,889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,FIGR-3,"McCay & Scull, 2019",N,NA,,0.36,,,50,Wetland sites,2013,Oct,,,US,New York,,,,bog,,,,,,,,,,,,,,,,,,,,1,890,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
174,12,"Wellnitz et al., 2020",N,0.6,3,0.2,mustard,,island,islands in MN boundary waters,2016,July,47.884000,-91.444833,US,Minnesota,NA,,,mixed forest,,"pine, cedar, fir, birch, aspen",,,660-780,,,,20,-11,NA,,,,,9.43,,,,1,891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,1
682,7-1,"Richardson et al., 2015",Y,0.25,1,,Hand-sorted,50,50,UVM Hort-Farm,2013,September and October,44.431667,-73.200278,US,Vermont,remote,73,,lowland forests,,Maple-Oak-Pine,,,NA,4.91,soil/water slurry,,,,,,,,,,,,,1,892,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,Ottertail (Front),"Resner et al., 2015",N,2.7,9,0.3,mustard,~10,50,,2009,summer,47.266731,-94.398469,US,Minnesota,0,,,Overstory trees,A. saccharum,Sugar maple,,,,,,,,,,,NA (Dry summer),,,,,,,1,893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
26,Site 12,"Duffy, 2020",Y,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81904,-75.54492,US,New York,NA,,,forest,,,,,,7.4,,38.32210086,,,,,,,,13.61386139,,,,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,FIGR-1,"McCay & Scull, 2019",N,Not listed,,0.36,,,50,Wetland sites,2013,July,,,US,New York,,,,bog,,,,,,,,,,,,,,,,,,,,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,FIGR-2,"McCay & Scull, 2019",N,NA,,0.36,,,50,Wetland sites,2013,Oct,,,US,New York,,,,bog,,,,,,,,,,,,,,,,,,,,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
136,LTP2,"McCay & Scull, 2019",N,,,0.36,,,50,Wetland sites,?,?,,,US,New York,,,,NA,,,,,,,,,,,,,,,,,,,,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
684,7-3,"Richardson et al., 2015",Y,0.25,1,,Hand-sorted,50,50,UVM Hort-Farm,2013,September and October,44.431667,-73.199167,US,Vermont,remote,77,,lowland forests,,Maple-Oak-Pine,,,NA,4.91,soil/water slurry,,,,,,,,,,,,,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,8-1,"Richardson et al., 2015",Y,0.25,1,,Hand-sorted,50,50,Huntington Audobon,2013,September and October,44.346944,-72.997222,US,Vermont,100,201,,lowland forests,,Maple-Oak,,,NA,4.64,soil/water slurry,,,,,,,,,,,,,0,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,8-2,"Richardson et al., 2015",Y,0.25,1,,Hand-sorted,50,50,Huntington Audobon,2013,September and October,44.346944,-72.995556,US,Vermont,100,180,,lowland forests,,Pine-Hemlock-Maple,,,NA,4.64,soil/water slurry,,,,,,,,,,,,,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Site 11,"Duffy, 2020",Y,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81898,-75.54278,US,New York,NA,,,forest,,,,,,7.8,,41.93866661,,,,,,,,16.70835418,,,,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32,Site 18,"Duffy, 2020",Y,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81584,-75.53672,US,New York,NA,,,forest,,,,,,5.2,,21.66247547,,,,,,,,10.64467766,,,,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,Site 17,"Duffy, 2020",Y,0.36,1,0.36,mustard,NA,50,,2020,Oct/Nov,42.81679,-75.53807,US,New York,NA,,,forest,,,,,,6.2,,28.19525154,,,,,,,,12.14814815,,,,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
156,Ottertail (Rear),"Resner et al., 2015",N,3,10,0.3,mustard,~10,50,,2009,summer,47.266731,-94.398469,US,Minnesota,150,,,Overstory trees,A. saccharum,Sugar maple,,,,,,,,,,,NA (Dry summer),,,,,,,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
163,1,"Wellnitz et al., 2020",N,0.6,3,0.2,mustard,Hale 2013,island,islands in MN boundary waters,2016,July,47.924167,-91.485000,US,Minnesota,NA,,,mixed forest,,"pine, cedar, fir, birch, aspen",,,660-780,,,,20,-11,NA,,,,,5.94,,,,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,col.totals,,388,305,270,201,163,147,134,64,63,54,52,25,25,25,24,21,17,11,9,8,8,7,5,5,4,2,2,2,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
