my.site.num,study.site,study,"jumping.worms (Amynthus, metaphire, megascolecids)",area.sampled.m2,site.replicates,replicate.size.m2,collection.method,replicate.mindistance.m,site.mindistance,sampling.notes,sample.year,sample.month,latitude,longitude,country,state/province,dist.road,elevation,altitude.m.asl,habitat.type,dom.tree.spp,dom.tree,dom.veg.spp,dom.veg,annual.precip.mm,ph,ph.method,soil.moisture.pct,mean.july.tempc,mean.jan.tempc,mean.study.temp,soil.temp,mean.annu.soil.temp,organic.C.kg,organic.N,soil.organic.matter%,lum.spp.richness,native.spp.richness,jumping.spp.richness,spp.richness,Max.pack.num,Dendrobaena.octaedra,Lumbricus.unknown,Aporrect.unknown,Dendrobaena.unknown,Lumbricus.rubellus,en.Dendrobaena.aplina,a.Lumbricus.terrestris,Octalasion.tyrtaeum,Octalasian.unknown,Aporrectodea.caliginosa,Apporectodea.rosea,Aporrectodea.turgida (APTU),Bimastos.rubidus,Unknown,Lumbricus.castaneus,Dendrodrilus.unknown,Octolasion.cyaneum,Amynthas.agrestis,Eisenia.fetida,Allolobophora.chlorotica,Aporrectodea.longa,endo.unknown,Amynthas.unknown,Eisenoides.lonnbergi,Eisenia.teteadra,Amynthas.tokioensis,epi.unknown,epi/endo.unknown,Dendrodrilus.terrestris,Lumbricus.octaedra,anecic.unknown,row.totals
558,GI1A0,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.440944,-110.23875,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
559,GI1A4,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.445492,-110.239081,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,GR1A0,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.483297,-111.181206,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,GR2C0,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.481603,-111.127422,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,GRR,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.479714,-111.203692,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
572,GRRF,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.483189,-111.204864,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,HE1A4,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.667014,-111.579175,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,HUOA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,58.730631,-117.262867,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
580,HUR,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,58.756325,-117.378394,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,497,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
589,LSOA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,55.517958,-115.8447,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,498,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,LSR,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,55.499933,-116.022347,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,LSRF,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,55.502231,-116.023017,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,PEA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.636883,-114.603767,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
608,SER,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.679783,-111.250833,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
614,SUR,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.709142,-118.296314,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
619,TO2B0,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.818939,-111.375014,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
622,TOS,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.864631,-111.465447,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
626,TUR,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.556033,-110.635875,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
629,WAA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,56.044836,-113.880194,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
636,WOOA,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.696342,-110.888706,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
639,WOS,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.654744,-110.980781,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,WOSF,"Cameron et al., 2007",N,1.5,6,0.25,Hand-sorted,10,50,,2004-2005,June-August,54.652508,-110.981758,Canada,Alberta,,,,Boreal forest,Populus tremuloides,Trembling aspen,,,389,,,,13.7,-11.9,,,,,,,,,,1,510,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
647,1-2,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Lake Armington,2013,September and October,43.950556,-71.968611,US,New Hampshire,remote,422,,watershed ,,Hemlock-Birch-Maple,,,NA,4.65,soil/water slurry,,,,,,,,,,,,,1,511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
648,1-3,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Lake Armington,2013,September and October,43.970278,-71.969444,US,New Hampshire,remote,426,,watershed ,,Maple-Birch-Hemlock,,,NA,4.65,soil/water slurry,,,,,,,,,,,,,1,512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
651,1-6,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Lake Armington,2013,September and October,43.970278,-71.969444,US,New Hampshire,remote,426,,watershed ,,Maple-Birch-Hemlock,,,NA,4.65,soil/water slurry,,,,,,,,,,,,,1,513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
654,2-3,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Upper Baker Pond,2013,September and October,43.916944,-71.993889,US,New Hampshire,100,279,,watershed ,,Pine-Hemlock-Beech,,,NA,3.62,soil/water slurry,,,,,,,,,,,,,1,514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
659,3-2,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Great Hosmer Pond,2013,September and October,44.692778,-72.370278,US,Vermont,100,373,,watershed ,,Maple-Pine-Poplar,,,NA,3.93,soil/water slurry,,,,,,,,,,,,,1,515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
672,5-3,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Hardwood Pond,2013,September and October,44.470556,-72.513056,US,Vermont,remote,512,,watershed ,,Hemlock-Beech-Birch,,,NA,3.61,soil/water slurry,,,,,,,,,,,,,1,516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
674,5-5,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Hardwood Pond,2013,September and October,44.470556,-72.513056,US,Vermont,remote,512,,watershed ,,Hemlock-Beech-Birch,,,NA,3.61,soil/water slurry,,,,,,,,,,,,,1,517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
678,6-3,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Curtis Pond,2013,September and October,44.382222,-72.499444,US,Vermont,100,400,,watershed ,,Hemlock-Maple-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,,,1,518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
688,9-1,"Richardson et al., 2015",N,0.25,1,,Hand-sorted,50,50,Montshire Museum,2013,September and October,43.698611,-72.306111,US,Vermont,100,133,,lowland forests,,Pine-Beech-Birch,,,NA,3.97,soil/water slurry,,,,,,,,,,,,,1,519,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
730,1J-OVEN-1,Loss and Blair 2011,No,0.3267,3,0.1089,Yelow mustard,,,,2009,September,46.28293343,-91.15947487,US,Wisconsin,,,,Hardwood Forest,,Sugar Maple,,,,,,,,,,,,,,,,,,1,520,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
740,QU-1,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,521,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
741,QU-2,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,QU-3,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
743,QU-4,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
744,QU-5,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,QU-6,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
746,QU-7,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
747,QU-8,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
748,QU-9,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
749,QU-10,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,530,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
750,QU-11,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
751,QU-12,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
752,QU-13,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
753,QU-14,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
754,QU-15,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
755,QU-16,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
756,QU-17,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
757,QU-18,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
758,QU-19,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,539,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
759,QU-20,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,QU-21,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
761,QU-22,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,542,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
762,QU-23,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763,QU-24,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
764,QU-25,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
765,QU-26,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
766,QU-27,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,547,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
767,QU-28,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,QU-29,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
769,QU-30,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
770,QU-31,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
771,QU-32,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,552,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,QU-33,"Cameron et al., 2015",N,0.0625,1,0.625,hand-sorting,50 m,50 m,,,,56.1,-110.9,CA,Alberta,,,,,Populus tremuloides Michx.,mature trembling aspen,Rosa acicularis Lindl & Viburnum edule (Michx.) Raf,,469,,,,,,-0.2,,,,,,,,,1,553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
